Text,Language,clean_text
തീർച്ചയായും തുടരുക.,Malayalam,തീർച്ചയായുംതുടരുക
ഞാൻ പൂർത്തിയാക്കട്ടെ.,Malayalam,ഞാൻപൂർത്തിയാക്കട്ടെ
ഒരു നിമിഷം പിടിക്കുക.,Malayalam,ഒരുനിമിഷംപിടിക്കുക
നിർദ്ദേശങ്ങൾ.,Malayalam,നിർദ്ദേശങ്ങൾ
ഞങ്ങൾ സിനിമകളിലേക്ക് പോകുന്നുവെന്ന് നിങ്ങൾ എന്താണ് പറയുന്നത്?,Malayalam,ഞങ്ങൾസിനിമകളിലേക്ക്പോകുന്നുവെന്ന്നിങ്ങൾഎന്താണ്പറയുന്നത്
ഇന്ന് രാത്രി അത്താഴത്തിന് പിസ്സ കഴിക്കുന്നതിനെക്കുറിച്ച്?,Malayalam,ഇന്ന്രാത്രിഅത്താഴത്തിന്പിസ്സകഴിക്കുന്നതിനെക്കുറിച്ച്
അത് മികച്ചതായിരിക്കും.,Malayalam,അത്മികച്ചതായിരിക്കും
എനിക്ക് നന്നായി തോന്നുന്നു.,Malayalam,എനിക്ക്നന്നായിതോന്നുന്നു
എനിക്ക് അതിനെക്കുറിച്ച് ഉറപ്പില്ല.,Malayalam,എനിക്ക്അതിനെക്കുറിച്ച്ഉറപ്പില്ല
"ഇല്ല, ഞാൻ അങ്ങനെ വിചാരിക്കുന്നില്ല.",Malayalam,ഇല്ലഞാൻഅങ്ങനെവിചാരിക്കുന്നില്ല
പദ്ധതികൾ തയ്യാറാക്കികൊണ്ടിരിക്കുന്നു.,Malayalam,പദ്ധതികൾതയ്യാറാക്കികൊണ്ടിരിക്കുന്നു
ഇന്ന് രാത്രി നിങ്ങൾ എന്താണ് ചെയ്യുന്നത്?,Malayalam,ഇന്ന്രാത്രിനിങ്ങൾഎന്താണ്ചെയ്യുന്നത്
നാളത്തേക്ക് എന്തെങ്കിലും പദ്ധതികൾ ലഭിച്ചോ?,Malayalam,നാളത്തേക്ക്എന്തെങ്കിലുംപദ്ധതികൾലഭിച്ചോ
അടുത്ത ശനിയാഴ്ച നിങ്ങൾ സ്വതന്ത്രനാണോ?,Malayalam,അടുത്തശനിയാഴ്ചനിങ്ങൾസ്വതന്ത്രനാണോ
ഈ വാരാന്ത്യത്തിൽ എന്തെങ്കിലും ചെയ്യാൻ നിങ്ങൾ ആഗ്രഹിക്കുന്നുണ്ടോ?,Malayalam,ഈവാരാന്ത്യത്തിൽഎന്തെങ്കിലുംചെയ്യാൻനിങ്ങൾആഗ്രഹിക്കുന്നുണ്ടോ
"തീർച്ചയായും, നിങ്ങളുടെ മനസ്സിൽ എന്താണ് ഉള്ളത്?",Malayalam,തീർച്ചയായുംനിങ്ങളുടെമനസ്സിൽഎന്താണ്ഉള്ളത്
"എല്ലാ വാരാന്ത്യത്തിലും ഞാൻ സ്വതന്ത്രനാണ്, നമുക്ക് എന്തെങ്കിലും ചെയ്യാം.",Malayalam,എല്ലാവാരാന്ത്യത്തിലുംഞാൻസ്വതന്ത്രനാണ്നമുക്ക്എന്തെങ്കിലുംചെയ്യാം
"ഇല്ല, ക്ഷമിക്കണം, എനിക്ക് ഇതിനകം ചില പദ്ധതികൾ ഭ്രാന്താണ്.",Malayalam,ഇല്ലക്ഷമിക്കണംഎനിക്ക്ഇതിനകംചിലപദ്ധതികൾഭ്രാന്താണ്
ഞാൻ നാളെ തിരക്കിലാണ്.,Malayalam,ഞാൻനാളെതിരക്കിലാണ്
"എനിക്ക് എന്തെങ്കിലും ചെയ്യാൻ ഇഷ്ടമാണ്, പക്ഷെ എനിക്ക് കഴിയില്ല.",Malayalam,എനിക്ക്എന്തെങ്കിലുംചെയ്യാൻഇഷ്ടമാണ്പക്ഷെഎനിക്ക്കഴിയില്ല
അനുമതി.,Malayalam,അനുമതി
ഞാൻ നിങ്ങളുടെ സെൽ ഫോൺ ഉപയോഗിച്ചാൽ നിങ്ങൾക്ക് പ്രശ്നമുണ്ടോ?,Malayalam,ഞാൻനിങ്ങളുടെസെൽഫോൺഉപയോഗിച്ചാൽനിങ്ങൾക്ക്പ്രശ്നമുണ്ടോ
നാളെ ഞാൻ അവധി എടുത്താൽ കുഴപ്പമുണ്ടോ?,Malayalam,നാളെഞാൻഅവധിഎടുത്താൽകുഴപ്പമുണ്ടോ
"അതെ, ദയവായി ഉറപ്പാക്കുക, മുന്നോട്ട് പോകുക.",Malayalam,അതെദയവായിഉറപ്പാക്കുകമുന്നോട്ട്പോകുക
ഇല്ല ഒരിക്കലും ഇല്ല.,Malayalam,ഇല്ലഒരിക്കലുംഇല്ല
"നിർഭാഗ്യവശാൽ, എനിക്ക് വേണ്ട എന്ന് പറയണം.",Malayalam,നിർഭാഗ്യവശാൽഎനിക്ക്വേണ്ടഎന്ന്പറയണം
നിങ്ങൾ ആഗ്രഹിച്ചില്ല.,Malayalam,നിങ്ങൾആഗ്രഹിച്ചില്ല
ഞാൻ ഭയപ്പെടുന്നു.,Malayalam,ഞാൻഭയപ്പെടുന്നു
അഭ്യർത്ഥനകൾ നടത്തുന്നു.,Malayalam,അഭ്യർത്ഥനകൾനടത്തുന്നു
നിങ്ങൾക്ക് എനിക്ക് ഉപ്പ് തരാമോ?,Malayalam,നിങ്ങൾക്ക്എനിക്ക്ഉപ്പ്തരാമോ
ദയവായി?,Malayalam,ദയവായി
എനിക്ക് കുറച്ച് പണം കടം കൊടുക്കാൻ നിങ്ങൾ ആഗ്രഹിക്കുന്നുണ്ടോ?,Malayalam,എനിക്ക്കുറച്ച്പണംകടംകൊടുക്കാൻനിങ്ങൾആഗ്രഹിക്കുന്നുണ്ടോ
ഇത് ചെയ്യാൻ എന്നെ സഹായിക്കാമോ എന്ന് ഞാൻ ചിന്തിക്കുകയായിരുന്നു.,Malayalam,ഇത്ചെയ്യാൻഎന്നെസഹായിക്കാമോഎന്ന്ഞാൻചിന്തിക്കുകയായിരുന്നു
തീര്ച്ചയായും പ്രശ്നമില്ല.,Malayalam,തീര്ച്ചയായുംപ്രശ്നമില്ല
അതെ ഉറപ്പായിട്ടും.,Malayalam,അതെഉറപ്പായിട്ടും
സഹായിക്കുന്നതിൽ എനിക്ക് സന്തോഷമുണ്ട്.,Malayalam,സഹായിക്കുന്നതിൽഎനിക്ക്സന്തോഷമുണ്ട്
"ക്ഷമിക്കണം, എനിക്ക് ഇപ്പോൾ കഴിയില്ല.",Malayalam,ക്ഷമിക്കണംഎനിക്ക്ഇപ്പോൾകഴിയില്ല
എനിക്ക് കഴിയില്ലെന്ന് ഞാൻ ഭയപ്പെടുന്നു.,Malayalam,എനിക്ക്കഴിയില്ലെന്ന്ഞാൻഭയപ്പെടുന്നു
ഓഫറുകൾ നടത്തുന്നു.,Malayalam,ഓഫറുകൾനടത്തുന്നു
എനിക്ക് ഒരു ഗ്ലാസ് വെള്ളം തരാമോ?,Malayalam,എനിക്ക്ഒരുഗ്ലാസ്വെള്ളംതരാമോ
ചില ഐസ്ക്രീമുകളുടെ കാര്യമോ?,Malayalam,ചിലഐസ്ക്രീമുകളുടെകാര്യമോ
ഞാൻ നിങ്ങൾക്ക് ഒരു വീട്ടിലേക്ക് പോകാൻ ആഗ്രഹിക്കുന്നുണ്ടോ?,Malayalam,ഞാൻനിങ്ങൾക്ക്ഒരുവീട്ടിലേക്ക്പോകാൻആഗ്രഹിക്കുന്നുണ്ടോ
"അതെ, ദയവായി.",Malayalam,അതെദയവായി
"അത് കൊള്ളാം, നന്ദി.",Malayalam,അത്കൊള്ളാംനന്ദി
"എനിക്ക് കുഴപ്പമില്ല, പക്ഷേ വാഗ്ദാനം ചെയ്തതിന് നന്ദി.",Malayalam,എനിക്ക്കുഴപ്പമില്ലപക്ഷേവാഗ്ദാനംചെയ്തതിന്നന്ദി
"ഇല്ല, ഞാൻ നല്ലവനാണ്, നന്ദി.",Malayalam,ഇല്ലഞാൻനല്ലവനാണ്നന്ദി
ആളുകൾക്ക് നന്ദി.,Malayalam,ആളുകൾക്ക്നന്ദി
നന്ദി ഒരു ദശലക്ഷം.,Malayalam,നന്ദിഒരുദശലക്ഷം
ചിയേഴ്സ് ഞാൻ ശരിക്കും അഭിനന്ദിക്കുന്നു.,Malayalam,ചിയേഴ്സ്ഞാൻശരിക്കുംഅഭിനന്ദിക്കുന്നു
അത് നിങ്ങളുടെ വലിയ മനസാണ്.,Malayalam,അത്നിങ്ങളുടെവലിയമനസാണ്
എനിക്ക് വേണ്ടത്ര നന്ദി പറയാൻ കഴിയില്ല.,Malayalam,എനിക്ക്വേണ്ടത്രനന്ദിപറയാൻകഴിയില്ല
ഇത് ഒന്നുമല്ല.,Malayalam,ഇത്ഒന്നുമല്ല
അത് പരാമർശിക്കരുത്.,Malayalam,അത്പരാമർശിക്കരുത്
ഏതുസമയത്തും.,Malayalam,ഏതുസമയത്തും
എന്റെ സന്തോഷം.,Malayalam,എന്റെസന്തോഷം
ആരെയെങ്കിലും കാത്തിരിക്കാൻ ആവശ്യപ്പെടുന്നു.,Malayalam,ആരെയെങ്കിലുംകാത്തിരിക്കാൻആവശ്യപ്പെടുന്നു
ദയവായി നിങ്ങൾക്ക് പിടിച്ചുനിൽക്കാമോ?,Malayalam,ദയവായിനിങ്ങൾക്ക്പിടിച്ചുനിൽക്കാമോ
ഒരു നിമിഷം തൂങ്ങുക.,Malayalam,ഒരുനിമിഷംതൂങ്ങുക
ഒരു നിമിഷം എന്നോട് സഹിക്കൂ.,Malayalam,ഒരുനിമിഷംഎന്നോട്സഹിക്കൂ
ഞാൻ നിങ്ങളോടൊപ്പം ഉണ്ടാകും.,Malayalam,ഞാൻനിങ്ങളോടൊപ്പംഉണ്ടാകും
ക്ഷമ ചോദിക്കുന്നു.,Malayalam,ക്ഷമചോദിക്കുന്നു
അതിൽ ഞാൻ ഖേദിക്കുന്നു.,Malayalam,അതിൽഞാൻഖേദിക്കുന്നു
ദയവായി എന്റെ ക്ഷമാപണം സ്വീകരിക്കുക.,Malayalam,ദയവായിഎന്റെക്ഷമാപണംസ്വീകരിക്കുക
അതിനെക്കുറിച്ച് വിഷമിക്കേണ്ട.,Malayalam,അതിനെക്കുറിച്ച്വിഷമിക്കേണ്ട
വിഷമിക്കേണ്ടതില്ല.,Malayalam,വിഷമിക്കേണ്ടതില്ല
"ശരി, പൊതുവായ വാക്യങ്ങളെയും ശൈലികളെയും കുറിച്ച് നിങ്ങൾക്ക് കൂടുതൽ പാഠങ്ങൾ വേണമെങ്കിൽ ചുവടെയുള്ള അഭിപ്രായ വിഭാഗത്തിൽ എന്നെ അറിയിക്കുക.",Malayalam,ശരിപൊതുവായവാക്യങ്ങളെയുംശൈലികളെയുംകുറിച്ച്നിങ്ങൾക്ക്കൂടുതൽപാഠങ്ങൾവേണമെങ്കിൽചുവടെയുള്ളഅഭിപ്രായവിഭാഗത്തിൽഎന്നെഅറിയിക്കുക
"നിങ്ങൾക്ക് ഈ വീഡിയോ ഇഷ്‌ടപ്പെട്ടെങ്കിൽ, സമാനമായ ബട്ടൺ അമർത്തിക്കൊണ്ട് ഒരു തംബ്‌സ് അപ്പ് നൽകുകയും എന്റെ ഏറ്റവും പുതിയ പാഠങ്ങൾ യൂട്യൂബിൽ തന്നെ ലഭിക്കുന്നതിന് സബ്‌സ്‌ക്രൈബ് ബട്ടൺ ക്ലിക്കുചെയ്ത് ഈ ചാനൽ സബ്‌സ്‌ക്രൈബുചെയ്യാൻ ഓർമ്മിക്കുകയും ചെയ്യുക.",Malayalam,നിങ്ങൾക്ക്ഈവീഡിയോഇഷ്‌ടപ്പെട്ടെങ്കിൽസമാനമായബട്ടൺഅമർത്തിക്കൊണ്ട്ഒരുതംബ്‌സ്അപ്പ്നൽകുകയുംഎന്റെഏറ്റവുംപുതിയപാഠങ്ങൾയൂട്യൂബിൽതന്നെലഭിക്കുന്നതിന്സബ്‌സ്‌ക്രൈബ്ബട്ടൺക്ലിക്കുചെയ്ത്ഈചാനൽസബ്‌സ്‌ക്രൈബുചെയ്യാൻഓർമ്മിക്കുകയുംചെയ്യുക
"സന്തോഷകരമായ പഠനം, മറ്റൊരു പാഠത്തിൽ ഞാൻ നിങ്ങളെ ഉടൻ കാണും.",Malayalam,സന്തോഷകരമായപഠനംമറ്റൊരുപാഠത്തിൽഞാൻനിങ്ങളെഉടൻകാണും
ഒരു ചെറിയ ഗ്രാമത്തിൽ ഒരിക്കൽ സ്വർണ്ണ അപ്പം മരിയൻ എന്ന സ്ത്രീ താമസിച്ചിരുന്നു.,Malayalam,ഒരുചെറിയഗ്രാമത്തിൽഒരിക്കൽസ്വർണ്ണഅപ്പംമരിയൻഎന്നസ്ത്രീതാമസിച്ചിരുന്നു
"അവളുടെ ഏക മകളായ നാർസിസ മരിയൻ വളരെ വിനീതവും മധുരമുള്ളതുമായ നാർസിസ ആയിരുന്നു, എന്നിരുന്നാലും അവൾ ഒരു ജീവനുള്ളവളായിരുന്നുവെന്ന് വാക്കുകൾക്കപ്പുറത്ത് സുന്ദരിയാണെന്ന് നിങ്ങൾ കാണുന്നു.",Malayalam,അവളുടെഏകമകളായനാർസിസമരിയൻവളരെവിനീതവുംമധുരമുള്ളതുമായനാർസിസആയിരുന്നുഎന്നിരുന്നാലുംഅവൾഒരുജീവനുള്ളവളായിരുന്നുവെന്ന്വാക്കുകൾക്കപ്പുറത്ത്സുന്ദരിയാണെന്ന്നിങ്ങൾകാണുന്നു
പാവയും ഏറ്റവും രസകരമായ ഭാഗവും നാർസിസ നിങ്ങൾ ആഗ്രഹിക്കുന്നിടത്തോളം അവൾ സ്വയം സ്നേഹിക്കുന്നു എന്നതാണ്.,Malayalam,പാവയുംഏറ്റവുംരസകരമായഭാഗവുംനാർസിസനിങ്ങൾആഗ്രഹിക്കുന്നിടത്തോളംഅവൾസ്വയംസ്നേഹിക്കുന്നുഎന്നതാണ്
"റൊട്ടി ചുട്ടെടുക്കാൻ എന്നെ സഹായിക്കൂ നാർസിസ ഈ വിത്തുകൾ നട്ടുപിടിപ്പിക്കാൻ നിങ്ങൾ എന്നെ സഹായിക്കുമോ, ഞാൻ എന്തിന് അത് ചെയ്യും, എന്റെ മനോഹരമായ വിരലുകളിൽ അഴുക്ക് ലഭിച്ചത് മോശമായിത്തീർന്നത് എന്റെ മുഖത്തേക്ക് നന്നായി പോയാൽ അത് നാർസിസയുടെ പ്രശ്‌നമായിരുന്നു.",Malayalam,റൊട്ടിചുട്ടെടുക്കാൻഎന്നെസഹായിക്കൂനാർസിസഈവിത്തുകൾനട്ടുപിടിപ്പിക്കാൻനിങ്ങൾഎന്നെസഹായിക്കുമോഞാൻഎന്തിന്അത്ചെയ്യുംഎന്റെമനോഹരമായവിരലുകളിൽഅഴുക്ക്ലഭിച്ചത്മോശമായിത്തീർന്നത്എന്റെമുഖത്തേക്ക്നന്നായിപോയാൽഅത്നാർസിസയുടെപ്രശ്‌നമായിരുന്നു
"ഒരു ജോലിയും ചെയ്യാൻ തനിക്ക് വളരെ വലുതാണെന്ന് അവൾ കരുതി, വിവാഹത്തിൽ നാർസിസസ് കൈ ചോദിക്കാൻ നിരവധി സ്യൂട്ടർമാർ വന്നു.",Malayalam,ഒരുജോലിയുംചെയ്യാൻതനിക്ക്വളരെവലുതാണെന്ന്അവൾകരുതിവിവാഹത്തിൽനാർസിസസ്കൈചോദിക്കാൻനിരവധിസ്യൂട്ടർമാർവന്നു
"അവളുടെ സൗന്ദര്യം ദൂരവ്യാപകമായി അറിയപ്പെട്ടിരുന്നെങ്കിലും അവൾ എല്ലാവരോടും വളരെ പരുഷമായി നിരസിച്ചു, എന്തുകൊണ്ടാണ് നിങ്ങൾ ഇന്നലെ ആ പുരുഷന്മാരെ പറഞ്ഞയച്ചത്?",Malayalam,അവളുടെസൗന്ദര്യംദൂരവ്യാപകമായിഅറിയപ്പെട്ടിരുന്നെങ്കിലുംഅവൾഎല്ലാവരോടുംവളരെപരുഷമായിനിരസിച്ചുഎന്തുകൊണ്ടാണ്നിങ്ങൾഇന്നലെആപുരുഷന്മാരെപറഞ്ഞയച്ചത്
പക്ഷിയുടെതുപോലെയുള്ള ചെറിയ കണ്ണുകളും മറ്റേയാൾക്ക് വലിയ മൂക്കും ഉണ്ടായിരുന്നെങ്കിൽ ഞാൻ അവന്റെ അടുത്ത് വരാൻ ആഗ്രഹിക്കുന്നില്ല.,Malayalam,പക്ഷിയുടെതുപോലെയുള്ളചെറിയകണ്ണുകളുംമറ്റേയാൾക്ക്വലിയമൂക്കുംഉണ്ടായിരുന്നെങ്കിൽഞാൻഅവന്റെഅടുത്ത്വരാൻആഗ്രഹിക്കുന്നില്ല
"അവൻ തുമ്മുമ്പോൾ ഓ, അവസാന സ്റ്റോപ്പ് ഇല്ല എനിക്ക് ഇനി കേൾക്കാൻ താൽപ്പര്യമില്ല, എനിക്ക് കാണാൻ കഴിഞ്ഞത് ആ പുരുഷന്മാർ ശരിക്കും നല്ലവരായിരുന്നു എന്റെ പ്രിയേ, ആ സൗന്ദര്യം നിങ്ങൾ അറിഞ്ഞിരിക്കണം.",Malayalam,അവൻതുമ്മുമ്പോൾഓഅവസാനസ്റ്റോപ്പ്ഇല്ലഎനിക്ക്ഇനികേൾക്കാൻതാൽപ്പര്യമില്ലഎനിക്ക്കാണാൻകഴിഞ്ഞത്ആപുരുഷന്മാർശരിക്കുംനല്ലവരായിരുന്നുഎന്റെപ്രിയേആസൗന്ദര്യംനിങ്ങൾഅറിഞ്ഞിരിക്കണം
ഒരു രാജകുമാരനെയോ നൈറ്റിനെയോ പോലെയുള്ള ഒരാളെ ഞാൻ അർഹനാണെന്ന് നിങ്ങൾ മനസ്സിലാക്കേണ്ടതെല്ലാം അമ്മയല്ലേ?,Malayalam,ഒരുരാജകുമാരനെയോനൈറ്റിനെയോപോലെയുള്ളഒരാളെഞാൻഅർഹനാണെന്ന്നിങ്ങൾമനസ്സിലാക്കേണ്ടതെല്ലാംഅമ്മയല്ലേ
"ഓ, ഒരു രാത്രി അവൾ ഉറങ്ങുമ്പോൾ അമ്മ അവളെ നോക്കി അവളുടെ അരികിലിരുന്നു.",Malayalam,ഓഒരുരാത്രിഅവൾഉറങ്ങുമ്പോൾഅമ്മഅവളെനോക്കിഅവളുടെഅരികിലിരുന്നു
"എന്റെ പ്രിയപ്പെട്ട കുട്ടി നീ വളരെ സുന്ദരിയും സുന്ദരനുമാണ്, പക്ഷേ നിങ്ങളുടെ സൗന്ദര്യമല്ലാതെ മറ്റൊന്നും നിങ്ങൾ ശ്രദ്ധിക്കുന്നില്ല.",Malayalam,എന്റെപ്രിയപ്പെട്ടകുട്ടിനീവളരെസുന്ദരിയുംസുന്ദരനുമാണ്പക്ഷേനിങ്ങളുടെസൗന്ദര്യമല്ലാതെമറ്റൊന്നുംനിങ്ങൾശ്രദ്ധിക്കുന്നില്ല
"ആ നിമിഷം നാർസിസസ് ഉറക്കത്തിൽ ചിരിക്കാൻ തുടങ്ങി, പിറ്റേന്ന് രാവിലെ നാർസിസസ് വരുമ്പോൾ അവൾക്ക് വളരെ രസകരമായ ഒരു സ്വപ്നം ഉണ്ടായിരിക്കണമെന്ന് അമ്മ അത്ഭുതപ്പെട്ടു.",Malayalam,ആനിമിഷംനാർസിസസ്ഉറക്കത്തിൽചിരിക്കാൻതുടങ്ങിപിറ്റേന്ന്രാവിലെനാർസിസസ്വരുമ്പോൾഅവൾക്ക്വളരെരസകരമായഒരുസ്വപ്നംഉണ്ടായിരിക്കണമെന്ന്അമ്മഅത്ഭുതപ്പെട്ടു
"ഞാൻ ഉറക്കമുണർന്നു, അവൾ എല്ലാം പുഞ്ചിരിയായിരുന്നു, ഇവിടെ പുഞ്ചിരി, നിങ്ങൾ എന്താണ് സ്വപ്നം കണ്ടതെന്ന് എന്നോട് പറയുക.",Malayalam,ഞാൻഉറക്കമുണർന്നുഅവൾഎല്ലാംപുഞ്ചിരിയായിരുന്നുഇവിടെപുഞ്ചിരിനിങ്ങൾഎന്താണ്സ്വപ്നംകണ്ടതെന്ന്എന്നോട്പറയുക
"കഴിഞ്ഞ രാത്രി നന്നായി അമ്മ ഇത് ഒരു അത്ഭുതകരമായ സ്വപ്നമായിരുന്നു, എന്റെ അടുത്ത് വന്ന ഈ രാജകുമാരൻ ഉണ്ടായിരുന്നുവെന്ന് നിങ്ങൾക്കറിയാം.",Malayalam,കഴിഞ്ഞരാത്രിനന്നായിഅമ്മഇത്ഒരുഅത്ഭുതകരമായസ്വപ്നമായിരുന്നുഎന്റെഅടുത്ത്വന്നഈരാജകുമാരൻഉണ്ടായിരുന്നുവെന്ന്നിങ്ങൾക്കറിയാം
എന്നെ വിവാഹം കഴിക്കാൻ ആഗ്രഹിക്കുന്നുവെന്നും ഒരു സ്വർണ്ണ വണ്ടിയിൽ വന്നിട്ടുണ്ടെന്നും മുകളിൽ നിന്ന് താഴേക്കും സ്വർണ്ണമായും വസ്ത്രം ധരിച്ചിട്ടുണ്ടെന്നും എന്തൊരു നിസാര സ്വപ്നമാണെന്നും അദ്ദേഹം പറഞ്ഞു.,Malayalam,എന്നെവിവാഹംകഴിക്കാൻആഗ്രഹിക്കുന്നുവെന്നുംഒരുസ്വർണ്ണവണ്ടിയിൽവന്നിട്ടുണ്ടെന്നുംമുകളിൽനിന്ന്താഴേക്കുംസ്വർണ്ണമായുംവസ്ത്രംധരിച്ചിട്ടുണ്ടെന്നുംഎന്തൊരുനിസാരസ്വപ്നമാണെന്നുംഅദ്ദേഹംപറഞ്ഞു
"എന്റെ വിവാഹ വസ്ത്രത്തിൽ ഞാൻ സ്വർണ്ണനിറത്തിലായിരുന്നപ്പോൾ അതിന്റെ ഏറ്റവും നല്ല ഭാഗം നിങ്ങൾക്കറിയാം, തീർച്ചയായും എല്ലാവരും എന്നെ മാത്രം നോക്കിയിരുന്നു നാർസിസ ആ സ്വപ്നത്തെക്കുറിച്ച് അത്ഭുതകരമായ ഒന്നും തന്നെയില്ല.",Malayalam,എന്റെവിവാഹവസ്ത്രത്തിൽഞാൻസ്വർണ്ണനിറത്തിലായിരുന്നപ്പോൾഅതിന്റെഏറ്റവുംനല്ലഭാഗംനിങ്ങൾക്കറിയാംതീർച്ചയായുംഎല്ലാവരുംഎന്നെമാത്രംനോക്കിയിരുന്നുനാർസിസആസ്വപ്നത്തെക്കുറിച്ച്അത്ഭുതകരമായഒന്നുംതന്നെയില്ല
"അത് വളരെ അഹംഭാവമുള്ള ഒരു സ്വപ്ന അമ്മയായിരുന്നു, നിങ്ങൾ എന്താണ് പറയുന്നതെന്ന് നിങ്ങൾക്കറിയില്ല, സ്വപ്‌നം എന്നെ സ്വർണ്ണത്തിൽ നിർമ്മിച്ച ഹോം ബ്രെഡിൽ ഇവിടെ കഴിക്കുന്നതിനേക്കാൾ വളരെ മികച്ച ഭക്ഷണം ആവശ്യമാണെന്ന് എനിക്ക് മനസ്സിലായി.",Malayalam,അത്വളരെഅഹംഭാവമുള്ളഒരുസ്വപ്നഅമ്മയായിരുന്നുനിങ്ങൾഎന്താണ്പറയുന്നതെന്ന്നിങ്ങൾക്കറിയില്ലസ്വപ്‌നംഎന്നെസ്വർണ്ണത്തിൽനിർമ്മിച്ചഹോംബ്രെഡിൽഇവിടെകഴിക്കുന്നതിനേക്കാൾവളരെമികച്ചഭക്ഷണംആവശ്യമാണെന്ന്എനിക്ക്മനസ്സിലായി
"ആ പാവം നാർസിസസ് അമ്മയെക്കുറിച്ച് ചിന്തിക്കുക, മകളെക്കുറിച്ചും എങ്ങനെ എന്നതിനെക്കുറിച്ചും.",Malayalam,ആപാവംനാർസിസസ്അമ്മയെക്കുറിച്ച്ചിന്തിക്കുകമകളെക്കുറിച്ചുംഎങ്ങനെഎന്നതിനെക്കുറിച്ചും
അന്ന് അവൾ അവളുടെ ജീവിതം നയിക്കും.,Malayalam,അന്ന്അവൾഅവളുടെജീവിതംനയിക്കും
"രണ്ട് സുഹൃത്തുക്കൾ നാർസിസസ് അമ്മയെ കാണാൻ വന്നു, അവർ മെല്ലിയും ടെറിയും മൂന്നുപേരും കാലങ്ങളായി സുഹൃത്തുക്കളായിരുന്നു, പക്ഷേ ടെറിയും എല്ലിക്കും ഇരുവർക്കും ഒരു രഹസ്യമുണ്ടായിരുന്നു.",Malayalam,രണ്ട്സുഹൃത്തുക്കൾനാർസിസസ്അമ്മയെകാണാൻവന്നുഅവർമെല്ലിയുംടെറിയുംമൂന്നുപേരുംകാലങ്ങളായിസുഹൃത്തുക്കളായിരുന്നുപക്ഷേടെറിയുംഎല്ലിക്കുംഇരുവർക്കുംഒരുരഹസ്യമുണ്ടായിരുന്നു
"മാന്ത്രികജീവികളായിരുന്നു നാർസിസിന്റെ അമ്മയ്ക്ക് ടെറി മെല്ലിയെക്കുറിച്ച് ഒന്നും അറിയില്ലായിരുന്നു, ഓ, ഇത് നിങ്ങളെ കാണാൻ വളരെ നല്ലതാണ്, ഇത് വളരെക്കാലമായിരിക്കുന്നു ' നിങ്ങൾ എങ്ങനെ ആയിരുന്നെങ്കിൽ ഞാൻ വളരെ നല്ലവനായിരുന്നു, എന്റെ മകൾ നാർസിസ കുറച്ചുകൂടി മനസിലാക്കിയാൽ മരിയൻ മെല്ലിയോടും ടെറിയോടും നാർസിസയെക്കുറിച്ചും അവൾ എങ്ങനെ വിഷമിക്കുന്നുവെന്നും അവൾ എങ്ങനെ കഴിക്കണം അവളുടെ സ്വപ്നം സാക്ഷാത്കരിക്കപ്പെട്ടാൽ ഞാൻ അവളുമായി എന്തുചെയ്യും?",Malayalam,മാന്ത്രികജീവികളായിരുന്നുനാർസിസിന്റെഅമ്മയ്ക്ക്ടെറിമെല്ലിയെക്കുറിച്ച്ഒന്നുംഅറിയില്ലായിരുന്നുഓഇത്നിങ്ങളെകാണാൻവളരെനല്ലതാണ്ഇത്വളരെക്കാലമായിരിക്കുന്നുനിങ്ങൾഎങ്ങനെആയിരുന്നെങ്കിൽഞാൻവളരെനല്ലവനായിരുന്നുഎന്റെമകൾനാർസിസകുറച്ചുകൂടിമനസിലാക്കിയാൽമരിയൻമെല്ലിയോടുംടെറിയോടുംനാർസിസയെക്കുറിച്ചുംഅവൾഎങ്ങനെവിഷമിക്കുന്നുവെന്നുംഅവൾഎങ്ങനെകഴിക്കണംഅവളുടെസ്വപ്നംസാക്ഷാത്കരിക്കപ്പെട്ടാൽഞാൻഅവളുമായിഎന്തുചെയ്യും
"അത് അതിശയകരമായിരിക്കും, ഞാൻ time ഹിച്ചാലും അവൾ പഠിക്കും, മറ്റെന്തെങ്കിലും സംസാരിക്കാം.",Malayalam,അത്അതിശയകരമായിരിക്കുംഞാൻtimeഹിച്ചാലുംഅവൾപഠിക്കുംമറ്റെന്തെങ്കിലുംസംസാരിക്കാം
"ഇപ്പോൾ മെല്ലിയും ടെറിയും അവരുടെ പഴയ സുഹൃത്തിനോട് വിടപറഞ്ഞു, ആ രാത്രിയിൽ അമ്മയും മകളും രഹസ്യമായി പരസ്പരം പുഞ്ചിരിച്ചു.",Malayalam,ഇപ്പോൾമെല്ലിയുംടെറിയുംഅവരുടെപഴയസുഹൃത്തിനോട്വിടപറഞ്ഞുആരാത്രിയിൽഅമ്മയുംമകളുംരഹസ്യമായിപരസ്പരംപുഞ്ചിരിച്ചു
